Timestamp,P1_SPU,F1_Lmin,F2_Lmin,P2_SPU,Label
2026-05-04 23:18:07,1.94,2.93,2.8,-0.22,0
2026-05-04 23:18:09,2.05,2.8,2.8,-0.44,0
2026-05-04 23:18:11,1.89,2.8,2.8,-0.72,0
2026-05-04 23:18:13,2.2,2.93,2.67,-0.1,0
2026-05-04 23:18:15,1.91,2.8,2.67,-0.27,0
2026-05-04 23:18:17,1.54,2.8,2.67,-0.7,0
2026-05-04 23:18:19,2.04,2.8,2.8,-0.17,0
2026-05-04 23:18:21,2.78,2.93,2.8,0.38,0
2026-05-04 23:18:23,1.41,2.8,2.67,-0.85,0
2026-05-04 23:18:25,3.17,2.8,2.67,0.69,0
2026-05-04 23:18:27,1.54,2.93,2.8,-0.79,0
2026-05-04 23:18:29,3.01,2.8,2.8,0.48,0
2026-05-04 23:18:31,1.52,2.8,2.67,-1.1,0
2026-05-04 23:18:33,2.09,2.8,2.67,0.03,0
2026-05-04 23:18:35,1.44,2.93,2.67,-0.8,0
2026-05-04 23:18:37,1.78,2.8,2.8,-0.6,0
2026-05-04 23:18:39,1.24,2.93,2.67,-0.39,0
2026-05-04 23:18:41,2.42,2.8,2.8,0.08,0
2026-05-04 23:18:43,3.25,2.8,2.67,0.65,0
2026-05-04 23:18:45,1.3,2.8,2.67,-0.79,0
2026-05-04 23:18:47,1.45,2.93,2.8,-0.99,0
2026-05-04 23:18:49,1.33,2.8,2.67,-0.88,0
2026-05-04 23:18:51,1.48,2.8,2.67,-0.61,0
2026-05-04 23:18:53,1.27,2.8,2.8,-0.55,0
2026-05-04 23:18:55,1.59,2.8,2.67,-0.58,0
2026-05-04 23:18:57,1.46,2.8,2.67,-0.83,0
2026-05-04 23:18:59,2.99,2.8,2.67,1.02,0
2026-05-04 23:19:01,3.0,2.8,2.67,0.81,0
2026-05-04 23:19:03,2.13,2.8,2.8,-0.08,0
2026-05-04 23:19:05,1.72,2.8,2.67,-0.78,0
2026-05-04 23:19:07,1.81,2.8,2.67,-0.04,0
2026-05-04 23:19:09,1.3,2.8,2.67,-0.95,0
2026-05-04 23:19:11,1.32,2.93,2.67,-0.43,0
2026-05-04 23:19:13,0.97,2.8,2.67,-0.86,0
2026-05-04 23:19:15,1.62,2.8,2.67,-0.63,0
2026-05-04 23:19:17,1.37,2.8,2.8,-0.56,0
2026-05-04 23:19:19,1.12,2.93,2.67,-0.79,0
2026-05-04 23:19:21,2.81,2.8,2.67,0.72,0
2026-05-04 23:19:23,2.67,2.93,2.67,0.44,0
2026-05-04 23:19:25,2.55,2.8,2.67,0.73,0
2026-05-04 23:19:27,2.95,2.8,2.67,0.69,0
2026-05-04 23:19:29,3.22,2.8,2.67,0.57,0
2026-05-04 23:19:31,0.41,2.93,2.8,-0.44,0
2026-05-04 23:19:33,2.69,2.8,2.67,0.42,0
2026-05-04 23:19:35,1.11,2.93,2.67,-1.09,0
2026-05-04 23:19:37,1.73,2.8,2.67,-0.26,0
2026-05-04 23:19:39,1.09,2.8,2.67,-1.12,0
2026-05-04 23:19:41,1.99,2.93,2.67,-0.6,0
2026-05-04 23:19:43,1.3,2.93,2.67,-0.32,0
2026-05-04 23:19:45,1.08,2.8,2.67,-0.78,0
2026-05-04 23:19:47,0.87,2.8,2.67,-0.33,0
2026-05-04 23:19:49,0.87,2.93,2.67,-1.0,0
2026-05-04 23:19:51,0.99,2.8,2.67,-0.98,0
2026-05-04 23:19:53,1.13,2.8,2.67,-0.74,0
2026-05-04 23:19:55,0.89,2.93,2.67,-1.13,0
