Timestamp,P1_SPU,F1_Lmin,F2_Lmin,P2_SPU,Label
1778191389,3.13,2.8,2.53,0.28,1
1778191391,3.07,2.8,2.53,-0.56,1
1778191393,3.22,2.93,2.53,-0.31,1
1778191395,3.0,2.8,2.4,-0.3,1
1778191397,3.13,2.8,2.4,-0.31,1
1778191399,2.86,2.93,2.53,0.09,1
1778191401,3.14,2.8,2.53,-0.72,1
1778191403,3.58,2.8,2.4,0.03,1
1778191405,3.17,2.8,2.4,0.32,1
1778191407,3.57,2.93,2.53,-0.43,1
1778191409,3.27,2.8,2.4,-0.35,1
1778191411,3.5,2.8,2.53,0.11,1
1778191413,2.98,2.8,2.53,-0.03,1
1778191415,3.11,2.93,2.53,-0.59,1
1778191417,2.71,2.8,2.4,-1.3,1
1778191419,2.61,2.93,2.4,-0.46,1
1778191421,3.1,2.8,2.4,-0.91,1
1778191423,2.81,2.8,2.53,-0.25,1
1778191425,3.0,2.8,2.4,0.0,1
1778191427,3.46,2.8,2.4,0.5,1
1778191429,3.18,2.8,2.4,-0.62,1
1778191431,3.6,2.8,2.4,-0.04,1
1778191433,3.29,2.8,2.53,0.09,1
1778191435,3.65,2.93,2.4,0.15,1
1778191437,3.6,2.8,2.4,0.09,1
1778191439,4.12,2.93,2.53,0.12,1
1778191441,4.13,2.8,2.4,0.13,1
1778191443,3.7,2.8,2.4,-0.01,1
1778191445,3.17,2.8,2.4,0.23,1
1778191447,3.04,2.8,2.53,-0.86,1
1778191449,3.94,2.8,2.4,0.59,1
1778191451,1.37,6.4,5.47,-1.78,1
1778191453,4.21,2.8,2.4,0.13,1
1778191455,3.87,2.8,2.4,-0.4,1
1778191457,3.81,2.8,2.53,-0.87,1
1778191459,3.68,2.8,2.4,-0.12,1
1778191461,3.24,2.8,2.4,-0.22,1
1778191463,3.82,2.8,2.53,-0.4,1
1778191465,3.22,2.8,2.4,-0.52,1
1778191467,3.71,2.8,2.4,-0.12,1
1778191469,2.96,2.8,2.53,-0.51,1
1778191471,4.02,2.8,2.4,-0.17,1
1778191473,3.31,2.93,2.4,-1.38,1
1778191475,3.7,2.8,2.4,-0.33,1
1778191477,2.52,2.93,2.4,-0.78,1
1778191479,3.81,2.8,2.4,-0.65,1
1778191481,3.5,2.8,2.53,-0.42,1
1778191483,3.7,2.8,2.4,0.43,1
1778191485,1.89,2.8,2.4,-1.32,1
1778191487,2.44,2.8,2.4,0.26,1
1778191489,3.68,2.8,2.4,-0.26,1
1778191491,3.45,2.8,2.4,-0.08,1
1778191493,3.31,2.93,2.4,-0.26,1
1778191495,3.09,2.8,2.53,-0.82,1
1778191497,2.9,2.8,2.53,-0.06,1
1778191499,3.07,2.8,2.4,-0.99,1
1778191501,3.23,2.8,2.53,-0.75,1
1778191503,3.25,2.8,2.4,-0.89,1
1778191505,3.65,2.8,2.4,-0.26,1
1778191507,3.56,2.8,2.53,-0.27,1
1778191509,3.2,2.8,2.4,-0.09,1
1778191511,2.9,2.8,2.4,-0.16,1
1778191513,3.21,2.8,2.53,-0.16,1
1778191515,3.36,2.93,2.4,0.08,1
1778191517,3.18,2.8,2.53,-0.83,1
1778191519,3.53,2.8,2.4,0.04,1
1778191521,3.34,2.8,2.4,-0.53,1
1778191523,4.17,2.8,2.4,-0.65,1
1778191525,3.12,2.8,2.4,-0.38,1
1778191527,3.73,2.8,2.53,-0.49,1
1778191529,2.81,2.8,2.4,-0.71,1
1778191531,3.2,2.93,2.4,-0.2,1
1778191533,2.17,2.8,2.53,-2.32,1
1778191535,3.63,2.8,2.4,-0.71,1
1778191537,2.62,2.8,2.53,-1.53,1
1778191539,3.1,2.93,2.4,-0.55,1
1778191541,3.38,2.8,2.53,-0.32,1
1778191543,3.53,2.8,2.4,-0.35,1
1778191545,3.15,2.8,2.4,0.02,1
1778191547,3.44,2.8,2.4,-0.17,1
1778191549,3.47,2.8,2.53,-0.26,1
1778191551,3.7,2.8,2.4,-0.21,1
1778191553,3.49,2.8,2.4,-1.03,1
1778191555,3.53,2.8,2.4,-0.58,1
1778191557,3.48,2.8,2.4,-0.36,1
