Timestamp,P1_SPU,F1_Lmin,F2_Lmin,P2_SPU,Label
1778183852,3.18,2.67,2.53,0.5,0
1778183854,3.47,2.67,2.53,1.02,0
1778183856,3.1,2.8,2.53,1.06,0
1778183858,2.98,2.67,2.53,0.49,0
1778183860,3.01,2.67,2.53,1.05,0
1778183862,3.26,2.67,2.67,0.52,0
1778183864,2.92,2.67,2.67,0.92,0
1778183866,3.38,2.67,2.53,0.56,0
1778183868,2.96,2.67,2.53,0.78,0
1778183870,3.13,2.67,2.53,0.87,0
1778183872,2.54,2.8,2.53,0.45,0
1778183874,3.02,2.8,2.53,0.33,0
1778183876,2.33,2.67,2.53,-0.06,0
1778183878,3.03,2.67,2.53,-0.04,0
1778183880,2.29,2.8,2.67,-0.21,0
1778183882,2.6,2.67,2.53,0.83,0
1778183884,2.73,2.67,2.53,-0.17,0
1778183886,3.18,2.8,2.53,0.52,0
1778183888,2.77,2.67,2.53,0.82,0
1778183890,2.9,2.67,2.53,0.58,0
1778183892,3.86,2.67,2.53,0.79,0
1778183894,3.37,2.8,2.53,0.78,0
1778183896,3.09,2.67,2.67,0.56,0
1778183898,3.12,2.67,2.53,0.8,0
1778183900,2.92,2.67,2.53,1.07,0
1778183902,3.15,2.67,2.67,0.23,0
1778183904,2.76,2.67,2.67,0.8,0
1778183906,2.58,2.8,2.67,0.36,0
1778183908,2.47,2.67,2.67,0.34,0
1778183910,2.54,2.67,2.67,-0.02,0
1778183912,3.21,2.8,2.67,0.58,0
1778183914,2.54,2.67,2.53,0.28,0
1778183916,2.5,2.67,2.53,1.2,0
1778183918,3.17,2.8,2.53,0.56,0
1778183920,2.88,2.67,2.53,0.86,0
1778183922,3.16,2.67,2.67,0.66,0
1778183924,3.12,2.8,2.53,0.19,0
1778183926,3.41,2.67,2.53,0.76,0
1778183928,3.01,2.67,2.53,0.63,0
1778183930,2.59,2.8,2.53,0.72,0
1778183932,3.05,2.67,2.53,0.72,0
1778183934,3.31,2.67,2.53,1.03,0
1778183936,2.54,2.67,2.53,0.47,0
1778183938,2.63,2.67,2.67,0.85,0
1778183940,2.1,2.67,2.53,0.1,0
1778183942,3.14,2.8,2.53,0.81,0
1778183944,2.28,2.8,2.53,0.46,0
1778183946,3.59,2.67,2.53,0.77,0
1778183948,3.05,2.67,2.67,0.89,0
1778183950,2.81,2.67,2.67,0.92,0
1778183952,2.69,2.8,2.67,0.46,0
1778183954,2.73,2.67,2.67,0.61,0
1778183956,2.63,2.67,2.67,0.67,0
1778183958,2.33,2.8,2.53,0.86,0
1778183960,2.82,2.67,2.53,0.83,0
1778183962,3.39,2.67,2.53,0.55,0
1778183964,3.02,2.8,2.53,0.58,0
1778183966,2.72,2.67,2.53,0.77,0
1778183968,3.21,2.67,2.53,0.62,0
1778183970,2.71,2.67,2.53,0.21,0
1778183972,3.43,2.8,2.53,1.04,0
1778183974,2.39,2.67,2.53,0.42,0
1778183976,3.47,2.67,2.67,0.76,0
1778183978,2.33,2.8,2.67,-0.14,0
1778183980,3.24,2.67,2.53,1.0,0
1778183982,2.62,2.67,2.53,0.48,0
1778183984,2.52,2.8,2.53,0.76,0
1778183986,3.58,2.67,2.53,0.69,0
1778183988,3.16,2.8,2.67,0.44,0
1778183990,2.51,2.67,2.67,0.18,0
1778183992,3.1,2.67,2.67,1.17,0
1778183994,3.62,2.67,2.67,0.9,0
1778183996,3.15,2.67,2.67,0.29,0
1778183998,3.49,2.67,2.53,0.76,0
1778184000,2.3,2.8,2.67,0.39,0
1778184002,2.34,2.8,2.67,0.52,0
1778184004,2.3,2.67,2.67,0.37,0
1778184006,3.11,2.67,2.53,0.27,0
1778184008,2.33,2.67,2.53,0.14,0
1778184010,3.49,2.8,2.53,1.6,0
1778184012,2.68,2.67,2.53,0.99,0
1778184014,3.54,2.67,2.53,0.82,0
1778184016,3.09,2.8,2.53,0.72,0
1778184018,2.91,2.67,2.67,1.26,0
1778184020,2.86,2.8,2.67,0.59,0
1778184022,3.2,2.8,2.53,0.86,0
1778184024,3.14,2.67,2.53,1.15,0
1778184026,2.89,2.8,2.53,0.8,0
1778184028,3.11,2.67,2.53,1.15,0
1778184030,2.61,2.67,2.53,0.3,0
1778184032,2.76,2.8,2.53,0.96,0
1778184034,2.44,2.67,2.53,0.72,0
1778184036,3.15,2.67,2.67,0.95,0
1778184038,2.55,2.67,2.67,0.15,0
1778184040,3.11,2.67,2.53,1.02,0
1778184042,2.89,2.8,2.53,0.5,0
1778184044,3.43,2.67,2.53,0.65,0
1778184046,3.25,2.67,2.53,0.59,0
1778184048,3.39,2.67,2.53,0.6,0
1778184050,3.38,2.67,2.53,1.07,0
1778184052,3.08,2.8,2.53,1.05,0
1778184054,3.36,2.67,2.67,1.58,0
1778184056,2.83,2.8,2.67,0.13,0
1778184058,2.79,2.67,2.67,0.21,0
1778184060,2.65,2.8,2.53,0.67,0
1778184062,2.96,2.67,2.53,1.35,0
1778184064,2.96,2.67,2.53,0.52,0
1778184066,3.19,2.67,2.53,1.28,0
1778184068,2.41,2.67,2.67,0.38,0
1778184070,2.49,2.8,2.67,0.44,0
1778184072,2.91,2.67,2.53,0.18,0
1778184074,3.22,2.67,2.53,0.82,0
1778184076,2.73,2.67,2.53,0.89,0
1778184078,3.77,2.67,2.53,1.02,0
1778184080,3.03,2.67,2.67,0.82,0
1778184082,3.47,2.67,2.53,1.26,0
1778184084,3.02,2.67,2.53,1.07,0
1778184086,3.01,2.67,2.53,0.85,0
1778184088,2.85,2.67,2.53,0.19,0
1778184090,3.19,2.67,2.53,0.69,0
1778184092,2.63,2.8,2.53,0.42,0
1778184094,2.91,2.8,2.53,0.41,0
1778184096,3.48,2.67,2.53,1.13,0
1778184098,2.67,2.67,2.53,0.23,0
1778184100,3.35,2.67,2.53,0.88,0
1778184102,1.61,2.67,2.67,-0.81,0
1778184104,2.81,2.67,2.67,0.44,0
1778184106,3.1,2.67,2.67,0.94,0
1778184108,3.37,2.8,2.67,0.79,0
1778184110,2.66,2.8,2.67,1.18,0
1778184112,3.39,2.67,2.53,0.6,0
